username,date,tweet,existence,existence.confidence
BrianGriffo,15/04/2023 01:38,"RFK, Jr. 15 months ago: Global warming means no snow or cold in DC http://dlvr.it/1SpZ #snowpocalypse",NA,0.6605
BretWeinstein,15/04/2023 00:27,"RT @joshtpm global warming prolly real in New York, but big scam in DC",N,1
jameshamilton,15/04/2023 00:10,RT @Hesperian: World People's Conference on Climate Change starts today in Bolivia! #cochabamba @boliviaun http://ow.ly/1AoQX,Y,0.7092
MathumetseMj,15/04/2023 00:07,"RT @joshtpm global warming prolly real in New York, but big scam in DC",NA,0.4677
gfodor,14/04/2023 23:33,"RFK, Jr. 15 months ago: Global warming means no snow or cold in DC http://goo.gl/fb/xx8y",NA,1
tannerlinsley,14/04/2023 22:53,"RFK, Jr. 15 months ago - Global warming means no snow or cold in DC: http://bit.ly/aeTiCg @freddoso via Drudge",NA,0.6543
AnimaAnandkumar,14/04/2023 22:32,"Snowmageddon ' More Global Warming from Washington, DC and Mid ...: I wonder what Robert F. Kennedy Jr. would have... http://bit.ly/904bCz",NA,0.6689
Aristos_Revenge,14/04/2023 22:19,On my way to Italy  - if I can figure out how to get to Dulles. Battling the climate in the fight to end climate change!,Y,1
Aristos_Revenge,14/04/2023 22:10,...The facts Are In: Global Warming Caused AIDS!... #reagan #pope #tcot #teaparty #gop #dem #palin #sgp #tlot #p2,N,0.6426
protaxia_,14/04/2023 22:08,new: Global Warming Incoherence http://strata-sphere.com/blog/index.php/archives/12671,N,0.6968
jachiam0,14/04/2023 22:06,RT @janehenrici: CFP for conference on #indigenous approaches to #environment & #climate change http://bit.ly/dja0A4,NA,0.6555
alexandrosM,14/04/2023 20:09,"RT @s_dog: Oops. #snOMG  RT @Drudge_Report: RFK, Jr. 15 months ago: Global warming means no snow or cold in DC... http://j.mp/bZ68xB #agw",N,0.7115
McReynoldsJoe,14/04/2023 20:09,CFP for conference on #indigenous approaches to #environment & #climate change http://bit.ly/dja0A4,Y,1
MarkHthomas,14/04/2023 19:31,RT @HitTheRoadCa: Join the Peoples Conference on Climate Change live at http://envivocmpcc.org.bo #ecomonday #cmpcc #wpccc #cochabamba,Y,0.6856
artnome,14/04/2023 19:18,"On global warming, ""the scientific 'consensus' is melting way faster than the glaciers."" http://bit.ly/cNz3gV #tcot #climate",NA,0.6449
KaraBTweets,14/04/2023 18:51,The great global warming collapse'... http://bit.ly/drrEIN,N,1
zachtratar,14/04/2023 18:33,"RT @Drudge_Report: RFK, Jr. 15 months ago: Global warming means no snow or cold in DC... http://drudge.tw/bUA5f0",NA,0.6829
lukeburgis,14/04/2023 18:30,"27"" of global warming fell at my home 8 miles south of Washington, DC.  Arms & hands so sore from shoveling ... Hurts to Tweet :-(",N,1
primalpoly,14/04/2023 18:27,Global warming lights a fire under beer prices: http://bit.ly/c6UVOu,Y,0.6912
makeupanaro,14/04/2023 18:16,"@petersays RFK, Jr. 15 months ago: Global warming means no snow or cold in DC | Washington Examiner: http://bit.ly/76Gtnu",N,0.4752
DegenSpartan,14/04/2023 17:46,British Conservatives move away from climate change as election nears http://bit.ly/9UqN5F,NA,1
IamHST,14/04/2023 17:42,Pollster on rapidly collapsing public belief in man-made global warming:  'It is very unusual indeed to see such a... http://bit.ly/aRiBOZ,NA,0.6552
kingme222,14/04/2023 17:30,Pollster on rapidly collapsing public belief in man-made global warming:  'It is very unusual indeed t... http://bit.ly/bVM4zN #climategate,Y,0.6971
thomasmurphy__,14/04/2023 17:28,"RT @taffastrophe: It's really amazing how sore you feel after shoveling 28"" of global warming off of your sidewalk & driveway.  #AlGoreLied #snomg",N,0.6809
PeterDiamandis,14/04/2023 17:21,RT @Qorianka World People's Conference on Climate Change and the Rights of Mother Earth: http://is.gd/bzHOa  #cochabamba,Y,0.7183
iamDCinvestor,14/04/2023 17:18,Invasive News: Invasive Species Thriving in Period of Climate Change - World Sentinel: Invasive Species Thriving i... http://bit.ly/dmimzF,Y,1
kararesurrect,14/04/2023 16:55,@lowkell lies? Who could seriouly believe in global warming after this?,N,1
TheBrianMcManus,14/04/2023 16:48,"Bwaahaa! ""GIVE THEM THE WEALTH!"" #PresidentPalin! #SNOBAMA: DC's 2010 SNOW, BLASTS OBAMA, IPCC & GLOBAL WARMING http://youtu.be/FDNWoZecHjg",N,0.668
mimi10v3,14/04/2023 16:29,"#messageto #PresidentPalin! SNOBAMA: DC's 2010 SNOWFALL, BLASTS #OBAMA, #IPCC & #GLOBAL WARMING TAX Short VID http://youtu.be/FDNWoZecHjg",NA,0.6372
dukehthefifth,14/04/2023 16:16,"VID #messageto #PresidentPalin! @sarahpalinusa #SNOBAMA: DC's 2010 SNOW, BLASTS OBAMA, IPCC & GLOBAL WARMING TAX http://youtu.be/FDNWoZecHjg",NA,0.6444
oneunderscore__,14/04/2023 16:07,Climate Change and planet Earth ' Learnthebibleca's Blog http://bit.ly/duUgEL,NA,0.7509
its_eniebomedov,14/04/2023 15:11,"SNOBAMA: DC's 2010 SNOW, BLASTS OBAMA, THE IPCC & GLOBAL WARMING http://youtu.be/FDNWoZecHjg #teaparty #tcot #GOP @glennbeck #fox #sgp #ocra",N,0.4938
LeaveHeardAlone,14/04/2023 15:06,New college course will foster cross-cultural understanding of climate change: http://bit.ly/difW0F,Y,0.719
ontologicalumny,14/04/2023 15:04,New college course will foster cross-cultural understanding of climate change: http://bit.ly/difW0F,Y,1
HarrySword,14/04/2023 14:24,Report: Climate change indicates need for Scots to consider new species in reforestation:  http://bit.ly/bn0SJd,Y,0.6352
RatOrthodox,14/04/2023 14:13,Report: Climate change indicates need for Scots to consider new species in reforestation:  http://bit.ly/bn0SJd,Y,0.6609
HollyClarkEdu,14/04/2023 13:59,"The ONLY climate change that exists is Summer, Fall, Winter, & Spring.  #justsaying",N,1
captynz,14/04/2023 13:56,"At this point, everyone in Washington DC area hates Al Gore. He should stand in waist deep snow butt naked and preach global warming.",NA,0.3843
OwenBenjamin,14/04/2023 13:04,"I rated a YouTube video (5 out of 5 stars) -- SNOBAMA: DC's 2010 SNOW BLASTS OBAMA, THE IPCC & GLOBAL WARMING http://youtu.be/FDNWoZecHjg?a",N,1
whatthetech__,14/04/2023 12:56,"What's Hot: Seattle Takes on the Junk Mail Industry: When it comes to curbing climate change, some things are easi... http://bit.ly/buTsNb",Y,1
RuxandraTeslo,14/04/2023 12:31,Inhofe family in DC as the blizzard hit - had a little fun at the expense of Al Gore and global warming.  http://bit.ly/aPnPlV #TCOT,N,0.6928
DZjho,14/04/2023 11:32,RT @brandonlk: The great global warming collapse'... http://tinyurl.com/yf34stp #tcot,N,0.6769
ashleevance,14/04/2023 10:20,"@TxJogger12 LOL, yeah I really want some global warming now....must increase carbon footprint! :-)",N,0.6616
EvaFoxU,14/04/2023 09:35,@brandonlk I'm feeling global warming here as I'm sore from digging out over 2 feet of snow :-),N,1
EvaFoxU,14/04/2023 09:25,"@IsaacSalazar: Here's your climate change RT @mtapscott More on why bogus ""global warming consensus"" is fading fast: http://bit.ly/cDJyLG",N,1
tinyklaus,14/04/2023 09:01,"@TerriSueWho And EXACTLY why we say ""global warming schmorming!""",N,0.6706
growing_daniel,14/04/2023 08:41,"RT @lward99: Snow covers Washington DC - Must hand it to Obama he promised to end Global Warming, and did so in one year. #climategate #tcot #fb",Y,0.6634
togelius,14/04/2023 08:39,Global Warming Hysteria: Another False Claim Exposed in IPCC Report http://bit.ly/9xlMWu,N,1
rainisto,14/04/2023 07:13,"Bonsai from the Right: Quick Question On Global Warming: My Photo. Chris: Clinton Twp, Mi, United States: I like t... http://bit.ly/dCrz7m",NA,0.6515
TRSTNGLRD,14/04/2023 07:02,The power is out. This is fun. At least I have beer. Global warming=fail.,N,1
saychess1,14/04/2023 06:56,Least favorite aspect of a snowstorm: encourages the rightwing nutcases inveighing global warming as a hoax.,Y,0.6774
martyswant,14/04/2023 06:51,"@justinlee76 Well, this type of storm is always fleeting in people's minds, but it certaintly doesn't help the climate change people.",N,1
B0bduh,14/04/2023 06:06,Rather amused at climate change deniers who wryly refer to snow as 'global warming' -- they're a bit closer to the mark than they think.,Y,1
jlowin,14/04/2023 05:18,"@justinlee76 Well, it sounds nicer thatn what we've got. D.C. is in the middle of our third snowiest winter ever. Damn global warming!",N,0.6809
sineadbovell,14/04/2023 04:52,RT @newtgingrich: Historic snow storm in washington-third this year-where is al gore to explain it snows this heavily as a sign global warming is imminent,N,0.6602
cryptostacys,14/04/2023 04:46,Betting on Climate Change: Corporations Stand to Make or Lose Billions: Is the planet really warming up? Just ask ... http://bit.ly/aqTRqc,NA,1
ForeverDansky,14/04/2023 03:41,RT @newtgingrich: Historic snow storm in washington-third this year-where is al gore to explain it snows this heavily as a sign global warming is imminent,N,0.7132
anasalhajji,14/04/2023 03:31,What's Hot: Tell Toyota COO to Put the Brakes on Climate Change & the US Chamber:  You've probably heard about the... http://bit.ly/9Eiqz4,Y,0.6462
slush,14/04/2023 03:29,Digg up our question to Toyota COO to Put the Brakes on Climate Change! http://bit.ly/9jFhyk We can win this like we won @citizentube!,Y,1
ohabryka,14/04/2023 01:51,"RT @DougHammett: Global warming at its best! DC nearly shut down, some areas got 44 inches!",N,0.683
iamvetriselvam,14/04/2023 01:41,"More Scorn, Ridicule for UN Global Warming Body http://bit.ly/dpLoX4",NA,1
UubzU,14/04/2023 01:01,"RT @dcexaminer: More on why bogus ""global warming consensus"" is fading fast http://goo.gl/fb/TOWc",N,1
Artificer_Ind,14/04/2023 00:44,#home OT - Can I reschedule my global warming pitch?: Just think if you finally got on the schedule to do a pitch ... http://bit.ly/daukSy,Y,0.6455
notmarcelines,14/04/2023 00:20,Absent from Obama's address: Global Warming. //  http://on.wsj.com/92LLCt Obama's Address to DNC's Winter Meeting via @tweetmeme,NA,1
iammarkmonroe,13/04/2023 23:41,"More on why bogus ""global warming consensus"" is fading fast: http://bit.ly/9fUavY",N,1
AnyunguWanyungu,13/04/2023 23:30,"More on why bogus ""global warming consensus"" is fading fast: Margaret Wente of Toronto's Globe and Mail explains w... http://bit.ly/bClZes",N,1
alexgraveley,13/04/2023 23:02,Betting on Climate Change: Corporations Stand to Make or Lose Billions: Is the planet really warming up? Just ask ... http://bit.ly/aqTRqc,NA,0.7097
Youngshootart,13/04/2023 21:28,I can practically hear all of the #climate change deniers frothing at the mouth over this snowstorm. So sad they confuse weather & climate.,Y,0.6377
TigheSammy,13/04/2023 21:22,"More on why bogus ""global warming consensus"" is fading fast http://goo.gl/fb/a1rD",N,0.7333
donegan3201,13/04/2023 21:05,"More on why bogus ""global warming consensus"" is fading fast http://goo.gl/fb/EVtR",N,1
mckaywrigley,13/04/2023 20:51,"More on why bogus ""global warming consensus"" is fading fast: Margaret Wente of Toronto's Globe and Mail explains w... http://bit.ly/d2510L",N,1
JonLamArt,13/04/2023 20:09,"More on why bogus ""global warming consensus"" is fading fast http://goo.gl/fb/4Z0n",N,1
JonLamArt,13/04/2023 19:58,RT for those that didn't see it this morning @GBDave If you think global warming is a bad thing... http://tiny12.tv/YIE0Y,N,0.6301
ESYudkowsky,13/04/2023 19:14,RT @newtgingrich: Historic snow storm in washington-third this year-where is al gore to explain it snows this heavily as a sign global warming is imminent,Y,0.3638
ESYudkowsky,13/04/2023 19:07,@JustPlainBill Global Warming is not the established reality. Credible news sources the world over are debunking it. Esp. in UK.,N,0.7064
NathanpmYoung,13/04/2023 18:21,UN chief climate change mongerer who wants iced water banned & aviation taxes clocked 120 long-haul flights &d 43 short-haul trips in 18 mth,NA,0.4524
ESYudkowsky,13/04/2023 18:08,India abandons UN's Intergovernmental Panel on Climate Change (IPCC) as untrustworthy http://bit.ly/abMsJt,N,1
ronaldmannak,13/04/2023 18:04,"@twinelm Not at all.  If that were the case, I'd believe in the stimulus, global warming, and national health care. #idont",N,0.6914
rcktstrs,13/04/2023 18:03,RT @proenergy: Oceans reveal further impacts of climate change http://bit.ly/9PlqYk,Y,0.6746
Rarecandypod1,13/04/2023 17:27,Tell Toyota COO to put the brakes on climate change & US CoC - Digg up this Q! http://ow.ly/14BdQ #climate #green #toyota #prius,Y,0.655
AtomicRoboto,13/04/2023 17:23,RT @wonkroom: RT @GottaLaff: Conservatives try to suspend California's global-warming law http://bit.ly/9RDljF,NA,0.6697
gonzzzalo_,13/04/2023 17:16,a great article explaining reasons why people are not convinced by the IPCCs man-made global warming claims http://tinyurl.com/yf34stp,N,0.7191
ASvanevik,13/04/2023 17:11,RT @GottaLaff: Conservatives try to suspend California's global-warming law http://bit.ly/9RDljF,NA,0.6632
Kronfaumei,13/04/2023 16:59,"RT @glbarry: Michael Scott, Dunder Mifflin/Sabre: ""Change really isn't a good thing. Just ask the climate.""",Y,0.8185
BuddyYakov,13/04/2023 15:58,"Dear Global Warming, Having a frozen hell of a time, wish you were here. Love, The East Coast",N,0.7048
natmiletic,13/04/2023 15:38,RT @ivangosorio @Drudge_Report PAPER: The Great Global Warming Collapse: http://bit.ly/drrEIN #agw,N,0.6789
NathanpmYoung,13/04/2023 15:33,Global warming is kinda blizzardy.,N,0.708
AlexStrook,13/04/2023 15:16,Robert S. Eshelman: World People's Conference on Climate Change and the Rights of Mother Earth kicks off in Boliv... http://huff.to/cWnaC8,Y,0.6038
nickfloats,13/04/2023 15:06,"RT @lward99: Snow covers Washington DC - Must hand it to Obama he promised to end Global Warming, and did so in one year. #climategate #tcot #fb",N,0.6408
Haith1992,13/04/2023 14:56,Utah state representative claims climate change is a 'conspiracy' aimed at population control. http://tr.im/N5Tx,N,1
EdbieLigerSmith,13/04/2023 14:44,Malthusian collapse. // RT @Drudge_Report   PAPER: The great global warming collapse... http://drudge.tw/97RNpE,NA,0.6865
cadaverousmutha,13/04/2023 13:43,Harsh Winter Caused by Climate Change: http://www.mnn.com/earth-matters/climate-change/stories/harsh-winter-caused-by-climate-change,Y,1
kdean,13/04/2023 13:29,"Effort underway to suspend California's global-warming law by Margot Roosevelt, LA Times http://bit.ly/cc9TVV",NA,1
nickfloats,13/04/2023 12:40,"[@climatebrad] At Behest Of King Coal And Big Ag, Ike Skelton And Collin Peterson Try To Outlaw Global Warming http://ow.ly/16vYfp",Y,0.665
HaiKhuuTrading,13/04/2023 12:30,RT @BarackBorat: Can someone call the Al Gore and ask him for make turn the Global Warming back on?,NA,0.5
mozthunderbird,13/04/2023 12:05,"Michael Scott, Dunder Mifflin/Sabre: ""Change really isn't a good thing. Just ask the climate.""",Y,0.5157
balajis,13/04/2023 10:59,If global warming gets any worse I am going to have to buy a snow blower,Y,0.6565
mrgreen,13/04/2023 07:38,If you think global warming is a bad thing... http://tiny12.tv/YIE0Y,N,0.3524
fatjoedavies,13/04/2023 06:55,RT @dilemmie: Welcome to twitter @MaryTharin - my roommate and climate change blogger. follow her so she'll stop making fun of me.,N,0.6605
saarahkxo_,13/04/2023 06:48,Utah state representative claims climate change is a 'conspiracy' aimed at population control. http://dlvr.it/1QqW,N,1
RJRCapital,13/04/2023 06:35,Most snow we've had in years...if you believe in Global Warming...please check into an institution because you've been brain washed,N,1
reduzio,13/04/2023 05:14,Climate Change and Invasive Species http://bit.ly/dbH9lu via #climatechange #wildlife #invasive,Y,1
Noahpinion,13/04/2023 04:37,RT @newtgingrich: Historic snow storm in washington-third this year-where is al gore to explain it snows this heavily as a sign global warming is imminent,N,1
